"","accession","organism","taxon_id"
"557","Q9UBQ7","Homo sapiens",9606
"558","P32263","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"559","Q9Y277","Homo sapiens",9606
"560","P0A9Q7","Escherichia coli (strain K12)",83333
"561","O95782","Homo sapiens",9606
"562","P14866","Homo sapiens",9606
"563","P67809","Homo sapiens",9606
"564","Q96GM8","Homo sapiens",9606
"565","Q1ED39","Homo sapiens",9606
"566","Q12363","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"567","Q07478","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"568","P55263","Homo sapiens",9606
"569","Q14554","Homo sapiens",9606
"570","Q08211","Homo sapiens",9606
"571","Q7Z460","Homo sapiens",9606
"572","P17967","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"573","P09496","Homo sapiens",9606
"574","P19097","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"575","Q13356","Homo sapiens",9606
"576","P16862","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"577","Q9NVM6","Homo sapiens",9606
"578","Q9UHV9","Homo sapiens",9606
"579","P35232","Homo sapiens",9606
"580","O75717","Homo sapiens",9606
"581","P07813","Escherichia coli (strain K12)",83333
"582","Q96CW6","Homo sapiens",9606
"583","P35606","Homo sapiens",9606
"584","Q14676","Homo sapiens",9606
"585","Cont_P01966",NA,NA
"586","O60306","Homo sapiens",9606
"587","P0ABA4","Escherichia coli (strain K12)",83333
"588","P50416","Homo sapiens",9606
"589","Q8IWA0","Homo sapiens",9606
"590","P31040","Homo sapiens",9606
"591","P14540","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"592","P53252","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"593","P0ABE2","Escherichia coli (strain K12)",83333
"594","Q9UBI1","Homo sapiens",9606
"595","Q96CT7","Homo sapiens",9606
"596","P00390","Homo sapiens",9606
"597","Q9UKD2","Homo sapiens",9606
"598","Q92925","Homo sapiens",9606
"599","P02400","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"600","P0A7L0","Escherichia coli (strain K12)",83333
"601","O75175","Homo sapiens",9606
"602","P10622","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"603","Q9NSD9","Homo sapiens",9606
"604","P22102","Homo sapiens",9606
"605","P00560","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"606","Q0VDF9","Homo sapiens",9606
"607","P46926","Homo sapiens",9606
"608","P28838","Homo sapiens",9606
"609","P25349","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"610","O75533","Homo sapiens",9606
"611","P40212","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"612","Q12690","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"613","Q9BW92","Homo sapiens",9606
"614","P27694","Homo sapiens",9606
"615","O75369","Homo sapiens",9606
"616","Q9BZE9","Homo sapiens",9606
"617","Q9NVU0","Homo sapiens",9606
"618","P05386","Homo sapiens",9606
"619","Q9BX68","Homo sapiens",9606
"620","P32322","Homo sapiens",9606
"621","Q96C36","Homo sapiens",9606
"622","Q9Y230","Homo sapiens",9606
"623","P33316","Homo sapiens",9606
"624","P02545","Homo sapiens",9606
"625","Q15833","Homo sapiens",9606
"626","P61764","Homo sapiens",9606
"627","P50579","Homo sapiens",9606
"628","Q5SRE5","Homo sapiens",9606
"629","P08200","Escherichia coli (strain K12)",83333
"630","Q9UHB9","Homo sapiens",9606
"631","O14744","Homo sapiens",9606
"632","P16521","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"633","Cont_P68103",NA,NA
"634","P68104","Homo sapiens",9606
"635","Q5VTE0","Homo sapiens",9606
"636","P0CX39","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"637","P0CX40","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"638","Q15149","Homo sapiens",9606
"639","O43747","Homo sapiens",9606
"640","P54920","Homo sapiens",9606
"641","Q8NFW8","Homo sapiens",9606
"642","Q86UK7","Homo sapiens",9606
"643","P34897","Homo sapiens",9606
"644","Q12788","Homo sapiens",9606
"645","O95319","Homo sapiens",9606
"646","P52815","Homo sapiens",9606
"647","Cont_P08727",NA,NA
"648","P08727","Homo sapiens",9606
"649","Q15057","Homo sapiens",9606
"650","Q9H0D6","Homo sapiens",9606
"651","P0ACF0","Escherichia coli (strain K12)",83333
"652","O75643","Homo sapiens",9606
"653","P11172","Homo sapiens",9606
"654","P41227","Homo sapiens",9606
"655","Q9C0C9","Homo sapiens",9606
"656","P78346","Homo sapiens",9606
"657","P07814","Homo sapiens",9606
"658","P46655","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"659","Q9P287","Homo sapiens",9606
"660","O95602","Homo sapiens",9606
"661","P38911","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"662","Q7Z6Z7","Homo sapiens",9606
"663","O75390","Homo sapiens",9606
"664","O00139","Homo sapiens",9606
"665","P62851","Homo sapiens",9606
"666","Q8WZA9","Homo sapiens",9606
"667","Q9UNQ2","Homo sapiens",9606
"668","P78527","Homo sapiens",9606
"669","O95831","Homo sapiens",9606
"670","Q04637","Homo sapiens",9606
"671","P36105","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"672","P38754","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"673","P55084","Homo sapiens",9606
"674","P0AFH8","Escherichia coli (strain K12)",83333
"675","Q9BUF5","Homo sapiens",9606
"676","P09211","Homo sapiens",9606
"677","P54886","Homo sapiens",9606
"678","Q16891","Homo sapiens",9606
"679","P14618","Homo sapiens",9606
"680","Q8IZ69","Homo sapiens",9606
"681","Q8NE71","Homo sapiens",9606
"682","P42765","Homo sapiens",9606
"683","P25787","Homo sapiens",9606
"684","P76402","Escherichia coli (strain K12)",83333
"685","P68919","Escherichia coli (strain K12)",83333
"686","Q05050","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"687","P07262","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"688","P08574","Homo sapiens",9606
"689","Q15042","Homo sapiens",9606
"690","Q03973","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"691","Q9Y4L1","Homo sapiens",9606
"692","Q9Y6E0","Homo sapiens",9606
"693","P05387","Homo sapiens",9606
"694","P05318","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"695","Q14444","Homo sapiens",9606
"696","P47914","Homo sapiens",9606
"697","Q9UKV3","Homo sapiens",9606
"698","Q9UHJ6","Homo sapiens",9606
"699","Q96GQ7","Homo sapiens",9606
"700","P0AEE5","Escherichia coli (strain K12)",83333
"701","P31146","Homo sapiens",9606
"702","Q96JP5","Homo sapiens",9606
"703","Q01855","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"704","Q15181","Homo sapiens",9606
"705","Q15233","Homo sapiens",9606
"706","Cont_Q1WEI2",NA,NA
"707","Q9BQA1","Homo sapiens",9606
"708","P43582","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"709","O95817","Homo sapiens",9606
"710","P0ABB4","Escherichia coli (strain K12)",83333
"711","Q9BRP8","Homo sapiens",9606
"712","Q96T58","Homo sapiens",9606
"713","P22061","Homo sapiens",9606
"714","P00924","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"715","P00925","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"716","Q99543","Homo sapiens",9606
"717","P19367","Homo sapiens",9606
"718","P09624","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"719","Q9NZL4","Homo sapiens",9606
"720","Q96B54","Homo sapiens",9606
"721","P48729","Homo sapiens",9606
"722","P78318","Homo sapiens",9606
"723","Q8IVM0","Homo sapiens",9606
"724","Cont_Q7SIH1",NA,NA
"725","P0AE08","Escherichia coli (strain K12)",83333
"726","O00116","Homo sapiens",9606
"727","O75367","Homo sapiens",9606
"728","O00154","Homo sapiens",9606
"729","P31323","Homo sapiens",9606
"730","Q9UKM9","Homo sapiens",9606
"731","P13861","Homo sapiens",9606
"732","P00817","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"733","Q96JM3","Homo sapiens",9606
"734","P38804","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"735","P00350","Escherichia coli (strain K12)",83333
"736","P04075","Homo sapiens",9606
"737","P23588","Homo sapiens",9606
"738","Q9Y5B9","Homo sapiens",9606
"739","P06738","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"740","Q969X6","Homo sapiens",9606
"741","P0CX53","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"742","P0CX54","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"743","Q9Y3F4","Homo sapiens",9606
"744","Q9H3U1","Homo sapiens",9606
"745","Q9HCC0","Homo sapiens",9606
"746","P39940","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"747","Cont_Q03247",NA,NA
"748","P51610","Homo sapiens",9606
"749","Q13895","Homo sapiens",9606
"750","P00942","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"751","P80303","Homo sapiens",9606
"752","Q9UNZ2","Homo sapiens",9606
"753","Q14204","Homo sapiens",9606
"754","P35612","Homo sapiens",9606
"755","Q86U90","Homo sapiens",9606
"756","P25437","Escherichia coli (strain K12)",83333
"757","P22314","Homo sapiens",9606
"758","O75152","Homo sapiens",9606
"759","P11766","Homo sapiens",9606
"760","P13804","Homo sapiens",9606
"761","Q06523","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"762","Q92599","Homo sapiens",9606
"763","Q5VTR2","Homo sapiens",9606
"764","P19882","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"765","P10809","Homo sapiens",9606
"766","P0A6F5","Escherichia coli (strain K12)",83333
"767","Q99460","Homo sapiens",9606
"768","Q01844","Homo sapiens",9606
"769","P02549","Homo sapiens",9606
"770","Q29RF7","Homo sapiens",9606
"771","Q07653","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"772","Q9UHI6","Homo sapiens",9606
"773","Q96GX9","Homo sapiens",9606
"774","Q6P2Q9","Homo sapiens",9606
"775","Q7L8L6","Homo sapiens",9606
"776","Cont_P02081",NA,NA
"777","P02100","Homo sapiens",9606
"778","P35611","Homo sapiens",9606
"779","P49916","Homo sapiens",9606
"780","Cont_Q2UVX4",NA,NA
"781","Q12068","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"782","P76558","Escherichia coli (strain K12)",83333
"783","Q14839","Homo sapiens",9606
"784","P04083","Homo sapiens",9606
"785","Q8N163","Homo sapiens",9606
"786","O95155","Homo sapiens",9606
"787","P62873","Homo sapiens",9606
"788","Q96QK1","Homo sapiens",9606
"789","P00558","Homo sapiens",9606
"790","P40926","Homo sapiens",9606
"791","Q6Y7W6","Homo sapiens",9606
"792","Q9UJV9","Homo sapiens",9606
"793","Q9Y5A7","Homo sapiens",9606
"794","Q96T76","Homo sapiens",9606
"795","P53738","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"796","Q9H939","Homo sapiens",9606
"797","P33734","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"798","Q14847","Homo sapiens",9606
"799","P62879","Homo sapiens",9606
"800","Q99536","Homo sapiens",9606
"801","P55769","Homo sapiens",9606
"802","P52910","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"803","O43707","Homo sapiens",9606
"804","Q8NHP8","Homo sapiens",9606
"805","Q15004","Homo sapiens",9606
"806","Q9Y3S2","Homo sapiens",9606
"807","P15927","Homo sapiens",9606
"808","P40010","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"809","P61247","Homo sapiens",9606
"810","Q9H8Y8","Homo sapiens",9606
"811","Q6NYC1","Homo sapiens",9606
"812","O75792","Homo sapiens",9606
"813","P32074","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"814","Q9BQ52","Homo sapiens",9606
"815","Q12220","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"816","O95433","Homo sapiens",9606
"817","Q99504","Homo sapiens",9606
"818","P0AEQ3","Escherichia coli (strain K12)",83333
"819","P00331","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"820","Cont_P00330",NA,NA
"821","P00330","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"822","P49411","Homo sapiens",9606
"823","P07395","Escherichia coli (strain K12)",83333
"824","O43290","Homo sapiens",9606
"825","Q00610","Homo sapiens",9606
"826","P32324","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"827","P48739","Homo sapiens",9606
"828","P61970","Homo sapiens",9606
"829","Q8N201","Homo sapiens",9606
"830","P43487","Homo sapiens",9606
"831","P41921","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"832","P14906","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"833","P35237","Homo sapiens",9606
"834","Q9H2M9","Homo sapiens",9606
"835","Q14318","Homo sapiens",9606
"836","P22146","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"837","Q07157","Homo sapiens",9606
"838","P09622","Homo sapiens",9606
"839","P32499","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"840","O94888","Homo sapiens",9606
"841","P62241","Homo sapiens",9606
"842","P62333","Homo sapiens",9606
"843","P38088","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"844","P0A7V3","Escherichia coli (strain K12)",83333
"845","P12695","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"846","P05198","Homo sapiens",9606
"847","P61221","Homo sapiens",9606
"848","Q53H82","Homo sapiens",9606
"849","Q08972","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"850","P05459","Escherichia coli (strain K12)",83333
"851","P41807","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"852","P0A6F3","Escherichia coli (strain K12)",83333
"853","P03817","Escherichia coli (strain K12)",83333
"854","P68036","Homo sapiens",9606
"855","Q8N1G4","Homo sapiens",9606
"856","Cont_P33433",NA,NA
"857","P99999","Homo sapiens",9606
"858","P38817","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"859","Q15269","Homo sapiens",9606
"860","Q04178","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"861","Q8IXI1","Homo sapiens",9606
"862","P38996","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"863","Q13045","Homo sapiens",9606
"864","P31930","Homo sapiens",9606
"865","Q14232","Homo sapiens",9606
"866","P50990","Homo sapiens",9606
"867","Q9NUQ3","Homo sapiens",9606
"868","P11484","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"869","P0AG55","Escherichia coli (strain K12)",83333
"870","O94788","Homo sapiens",9606
"871","P26321","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"872","Q9BW85","Homo sapiens",9606
"873","Q9NX24","Homo sapiens",9606
"874","Q9UBT2","Homo sapiens",9606
"875","Q9Y4B6","Homo sapiens",9606
"876","P46199","Homo sapiens",9606
"877","Q9UNF0","Homo sapiens",9606
"878","P52434","Homo sapiens",9606
"879","P30822","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"880","P0A9G6","Escherichia coli (strain K12)",83333
"881","Q8NI27","Homo sapiens",9606
"882","Q00534","Homo sapiens",9606
"883","Q12306","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"884","P06367","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"885","P39516","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"886","P62263","Homo sapiens",9606
"887","O15027","Homo sapiens",9606
"888","Q8N1G2","Homo sapiens",9606
"889","P53622","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"890","Q08AM6","Homo sapiens",9606
"891","Q12114","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"892","Q92900","Homo sapiens",9606
"893","Q16181","Homo sapiens",9606
"894","P52948","Homo sapiens",9606
"895","Q7Z417","Homo sapiens",9606
"896","Q9H9B1","Homo sapiens",9606
"897","O60885","Homo sapiens",9606
"898","P39109","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"899","P04040","Homo sapiens",9606
"900","Q14146","Homo sapiens",9606
"901","P0A705","Escherichia coli (strain K12)",83333
"902","Q04371","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"903","P49090","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"904","P08243","Homo sapiens",9606
"905","P0A763","Escherichia coli (strain K12)",83333
"906","P15992","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"907","O43633","Homo sapiens",9606
"908","O60287","Homo sapiens",9606
"909","Q969G3","Homo sapiens",9606
"910","Q8IZQ5","Homo sapiens",9606
"911","P22336","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"912","Q5T8P6","Homo sapiens",9606
"913","P11498","Homo sapiens",9606
"914","P15705","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"915","Q16512","Homo sapiens",9606
"916","P0AD61","Escherichia coli (strain K12)",83333
"917","O95671","Homo sapiens",9606
"918","Q969T9","Homo sapiens",9606
"919","P21333","Homo sapiens",9606
"920","P37837","Homo sapiens",9606
"921","P07237","Homo sapiens",9606
"922","P0A7Z4","Escherichia coli (strain K12)",83333
"923","Q9NVT9","Homo sapiens",9606
"924","P06959","Escherichia coli (strain K12)",83333
"925","O13516","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"926","P05755","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"927","Q02790","Homo sapiens",9606
"928","Q9NPL8","Homo sapiens",9606
"929","Q8IY81","Homo sapiens",9606
"930","Q9BUJ2","Homo sapiens",9606
"931","Q14008","Homo sapiens",9606
"932","P13796","Homo sapiens",9606
"933","P53701","Homo sapiens",9606
"934","P04818","Homo sapiens",9606
"935","O75347","Homo sapiens",9606
"936","P07355","Homo sapiens",9606
"937","Q7Z4V5","Homo sapiens",9606
"938","P12004","Homo sapiens",9606
"939","Q9Y6G9","Homo sapiens",9606
"940","P22137","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"941","P16157","Homo sapiens",9606
"942","Q8WUH1","Homo sapiens",9606
"943","P0A707","Escherichia coli (strain K12)",83333
"944","O75683","Homo sapiens",9606
"945","Q14683","Homo sapiens",9606
"946","Q9UQE7","Homo sapiens",9606
"947","Q8N0X7","Homo sapiens",9606
"948","P39705","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"949","P0A6E6","Escherichia coli (strain K12)",83333
"950","Q06385","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"951","P0ABK5","Escherichia coli (strain K12)",83333
"952","P17480","Homo sapiens",9606
"953","Q86TU7","Homo sapiens",9606
"954","P09110","Homo sapiens",9606
"955","P43593","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"956","Q8N5F7","Homo sapiens",9606
"957","P10592","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"958","P10591","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"959","Q9BYN8","Homo sapiens",9606
"960","P11234","Homo sapiens",9606
"961","P32589","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"962","P52565","Homo sapiens",9606
"963","Q9Y2W1","Homo sapiens",9606
"964","Q96B26","Homo sapiens",9606
"965","Q14692","Homo sapiens",9606
"966","Q9UHY7","Homo sapiens",9606
"967","Q9H4A4","Homo sapiens",9606
"968","Q9UBB4","Homo sapiens",9606
"969","P67936","Homo sapiens",9606
"970","P40961","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"971","Q9NYF8","Homo sapiens",9606
"972","Q09666","Homo sapiens",9606
"973","Q9NVI7","Homo sapiens",9606
"974","P14735","Homo sapiens",9606
"975","Q9NUQ8","Homo sapiens",9606
"976","P48813","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"977","Q9NYV4","Homo sapiens",9606
"978","Q9NZB2","Homo sapiens",9606
"979","Q86WX3","Homo sapiens",9606
"980","Q96EH3","Homo sapiens",9606
"981","P53041","Homo sapiens",9606
"982","Q5T4S7","Homo sapiens",9606
"983","P26639","Homo sapiens",9606
"984","Q14149","Homo sapiens",9606
"985","Q14315","Homo sapiens",9606
